date,fwd_ret,direction,技术,技术_avail,广度,广度_avail,消息面,消息面_avail,资金流,资金流_avail
2018-09-21,-0.003105715658727637,-1,-0.3728204346120938,1,-0.04886984707496679,1,0.0,0,0.0,0
2018-09-25,0.004332281367881885,1,-0.31977297898251833,1,-0.5657866908993127,1,0.0,0,0.0,0
2018-09-26,-0.017730090418800803,-1,-0.3037455916809172,1,-0.35399525423596667,1,0.0,0,0.0,0
2018-09-27,0.009731396128351832,1,0.029539063691942802,1,-0.2913677548177337,1,0.0,0,0.0,0
2018-09-28,-0.033283825375112874,-1,-0.37624878005335327,1,-0.04587130784909529,1,0.0,0,0.0,0
2018-10-08,0.0035301580717084224,1,0.30830801360629523,1,0.2512209235007331,1,0.0,0,0.0,0
2018-10-09,0.003831591217234198,1,-0.044852044046439714,1,0.21289246484476404,1,0.0,0,0.0,0
2018-10-10,-0.07470992778849062,-1,-0.05829642303719029,1,0.16385516004712478,1,0.0,0,0.0,0
2018-10-11,-0.008302231262428239,-1,1.5729149627198793,1,1.1910420839714533,1,0.0,0,0.0,0
2018-10-12,-0.012048091689759066,-1,1.3181996313136364,1,0.3238914919989149,1,0.0,0,0.0,0
2018-10-15,-0.019171321499548477,-1,1.472906137244575,1,0.43112784463715886,1,0.0,0,0.0,0
2018-10-16,0.009212357139415817,1,1.7404815058621637,1,0.5468163769853633,1,0.0,0,0.0,0
2018-10-17,-0.03073854996085501,-1,1.4118187636074147,1,0.7313829037834638,1,0.0,0,0.0,0
2018-10-18,0.021547200264900424,1,1.388592831858119,1,0.6462730743945845,1,0.0,0,0.0,0
2018-10-19,0.049344849960866854,1,1.0414176632178875,1,1.0039026432459486,1,0.0,0,0.0,0
2018-10-22,-0.013005872717423927,-1,0.5462193571889923,1,0.8065803343135171,1,0.0,0,0.0,0
2018-10-23,0.0015219971020161704,1,1.064024776154427,1,0.00015995590982877315,1,0.0,0,0.0,0
2018-10-24,-0.006331947183268238,-1,0.8257960141778098,1,0.28277883945827476,1,0.0,0,0.0,0
2018-10-25,0.005090715069193674,1,0.5700204512361464,1,-0.05328433613891349,1,0.0,0,0.0,0
2018-10-26,-0.013622069133573778,-1,0.3227753277073323,1,-0.08563188142592679,1,0.0,0,0.0,0
2018-10-29,0.012449359837545027,1,0.3334450840075972,1,0.46114181665716014,1,0.0,0,0.0,0
2018-10-30,0.01550469266245491,1,0.02176245957875387,1,-0.22381239101666656,1,0.0,0,0.0,0
2018-10-31,0.005440789906738797,1,-0.2747318025302194,1,-0.5448352234196937,1,0.0,0,0.0,0
2018-11-01,0.02789617304452463,1,-0.3974755177338688,1,-0.38827345890921455,1,0.0,0,0.0,0
2018-11-02,0.008049880541516341,1,-0.6756196880468994,1,-1.3038090832585685,1,0.0,0,0.0,0
2018-11-05,-0.002245643017448895,-1,-0.6771378445274627,1,-1.350910764651786,1,0.0,0,0.0,0
2018-11-06,-0.002258431645112746,-1,-0.671880378825784,1,-1.2077809511068227,1,0.0,0,0.0,0
2018-11-07,-0.0014825133052630557,-1,-0.646271793565334,1,-0.9553565493916538,1,0.0,0,0.0,0
2018-11-08,-0.0013886503126878669,-1,-1.0173238241383853,1,-1.1625910347182173,1,0.0,0,0.0,0
2018-11-09,0.0292173412597716,1,-0.9304620569709441,1,-1.060847334396478,1,0.0,0,0.0,0
2018-11-12,0.019319917017438293,1,-1.481686969737677,1,-1.3737938864086103,1,0.0,0,0.0,0
2018-11-13,-4.69214281419994e-05,-1,-1.6465316320192034,1,-1.2198503452795737,1,0.0,0,0.0,0
2018-11-14,0.020025380201382337,1,-1.521703737573405,1,-1.1255876955207322,1,0.0,0,0.0,0
2018-11-15,0.010350680594952033,1,-1.7278896815363711,1,-1.127223128127407,1,0.0,0,0.0,0
2018-11-16,0.0052785898557692335,1,-1.617411123152537,1,-1.3152853921046685,1,0.0,0,0.0,0
2018-11-19,-0.026907178191105663,-1,-1.4962160840676053,1,-1.5355350055808847,1,0.0,0,0.0,0
2018-11-20,0.008598011950119888,1,-0.9077667638645254,1,-0.7199991289525292,1,0.0,0,0.0,0
2018-11-21,0.0016826534915865832,1,-1.2333310391816468,1,-0.8026618424190277,1,0.0,0,0.0,0
2018-11-22,-0.04389144057692307,-1,-1.136725415829456,1,-0.6287027129061243,1,0.0,0,0.0,0
2018-11-23,-0.0026435074579326256,-1,-0.46349549098992693,1,-0.174759048261073,1,0.0,0,0.0,0
2018-11-26,0.00802296223557697,1,-0.45514133930011075,1,-0.06773129638997495,1,0.0,0,0.0,0
2018-11-27,0.012173253451486898,1,-0.3837724885325241,1,0.1095036868469437,1,0.0,0,0.0,0
2018-11-28,-0.024568051738216745,-1,-0.3475300276498398,1,0.10494805276460019,1,0.0,0,0.0,0
2018-11-29,0.007257759789915941,1,0.3579201265764623,1,0.024450526230934116,1,0.0,0,0.0,0
2018-11-30,0.03200874272208876,1,0.30054100428715325,1,0.25664236019143966,1,0.0,0,0.0,0
2018-12-03,0.008686840093037329,1,-0.08901040280931809,1,0.2643028524101568,1,0.0,0,0.0,0
2018-12-04,-0.007574882268226779,-1,-0.04723915606373804,1,-0.2145451553770759,1,0.0,0,0.0,0
2018-12-05,-0.01738909329732985,-1,-0.057633652398723,1,-0.6024374387957337,1,0.0,0,0.0,0
2018-12-06,0.0016295604500449201,1,0.14130853547345468,1,-0.355579901418993,1,0.0,0,0.0,0
2018-12-07,-0.012495903792379193,-1,-0.11263211275328629,1,0.013619520197993189,1,0.0,0,0.0,0
2018-12-10,0.00930046361536152,1,-0.0163358789998428,1,-0.17900673521689336,1,0.0,0,0.0,0
2018-12-11,0.000986642055205822,1,-0.07882965392561538,1,0.2855119239555577,1,0.0,0,0.0,0
2018-12-12,0.009146439139172235,1,-0.01994517672007423,1,-0.04302438251416217,1,0.0,0,0.0,0
2018-12-13,-0.025294753707258533,-1,-0.1697942958067426,1,0.06765779245634405,1,0.0,0,0.0,0
2018-12-14,0.001000784460107651,1,0.41075293092383147,1,-0.04316576237445397,1,0.0,0,0.0,0
2018-12-17,-0.006376100005998642,-1,0.24381207732904892,1,0.06592977932690643,1,0.0,0,0.0,0
2018-12-18,-0.012245663053389255,-1,0.3355077356389601,1,-0.22735702647935963,1,0.0,0,0.0,0
2018-12-19,0.005233259553089287,1,0.4661271726762055,1,0.05716872207496688,1,0.0,0,0.0,0
2018-12-20,-0.006771673275344892,-1,0.2587917627056227,1,0.2886615683192077,1,0.0,0,0.0,0
2018-12-21,0.009751571304348117,1,0.2305098860833037,1,-0.11285453737333927,1,0.0,0,0.0,0
2018-12-24,-0.010932133145427292,-1,0.07515573351283299,1,0.3628725639952724,1,0.0,0,0.0,0
2018-12-25,-0.001358499523238299,-1,0.31894306461601873,1,-0.22541662747597094,1,0.0,0,0.0,0
2018-12-26,-0.015674876038980656,-1,0.20141094844659113,1,0.028791340595156763,1,0.0,0,0.0,0
2018-12-27,0.0007770724453102229,1,0.4662638244377407,1,0.6409346188431427,1,0.0,0,0.0,0
2018-12-28,-0.002626410611327623,-1,0.4513929839250831,1,0.25496467933763095,1,0.0,0,0.0,0
2019-01-02,-0.0057241462762132045,-1,0.4866929238976965,1,0.3620696702207408,1,0.0,0,0.0,0
2019-01-03,0.025257383061713545,1,0.5986071837005905,1,0.4538479803373359,1,0.0,0,0.0,0
2019-01-04,0.020307730008987335,1,-0.02228567294235202,1,0.037759981846261184,1,0.0,0,0.0,0
2019-01-07,-0.0008090725419163114,-1,-0.45669922686307335,1,-0.2734574513407428,1,0.0,0,0.0,0
2019-01-08,0.0032458225868263746,1,-0.3677106380503538,1,-0.33358509848036183,1,0.0,0,0.0,0
2019-01-09,-0.0013304828383233769,-1,-0.538193027030297,1,-0.35395363200124125,1,0.0,0,0.0,0
2019-01-10,0.009162416111942573,1,-0.6130697451186468,1,-0.41007627837986,1,0.0,0,0.0,0
2019-01-11,-0.005945119311583369,-1,-0.6731626331757388,1,-0.49099149236999284,1,0.0,0,0.0,0
2019-01-14,0.011761801328943333,1,-0.6474891992413447,1,-0.4438010462294873,1,0.0,0,0.0,0
2019-01-15,-0.001489404974573727,-1,-1.0024852708436398,1,-0.6260330761986216,1,0.0,0,0.0,0
2019-01-16,-0.009764961937219652,-1,-0.7332946257884615,1,-0.6226707781324995,1,0.0,0,0.0,0
2019-01-17,0.006431966309025761,1,-0.39866176899569555,1,-0.4141758809671708,1,0.0,0,0.0,0
2019-01-18,0.0064677556468479835,1,-0.5346119470552517,1,-0.5455127965845038,1,0.0,0,0.0,0
2019-01-21,-0.009097085110513659,-1,-0.5573074722189812,1,-0.8222666485119523,1,0.0,0,0.0,0
2019-01-22,0.0023977249925350996,1,-0.30018275991562104,1,0.09647270584450898,1,0.0,0,0.0,0
2019-01-23,0.004740680418035437,1,-0.41737484778604683,1,-0.44221350956086003,1,0.0,0,0.0,0
2019-01-24,-0.007555177143283687,-1,-0.6889227155810514,1,-0.6257203048406914,1,0.0,0,0.0,0
2019-01-25,-0.007226941357803662,-1,-0.45341229703596875,1,0.0899232327286827,1,0.0,0,0.0,0
2019-01-28,-0.01934043636933158,-1,-0.1724285939060374,1,0.3948684817056453,1,0.0,0,0.0,0
2019-01-29,-0.014408677202505271,-1,0.26602783988248835,1,0.7637525662829213,1,0.0,0,0.0,0
2019-01-30,-0.01790349569937355,-1,0.502621499330899,1,1.1361742325300426,1,0.0,0,0.0,0
2019-01-31,0.027883309850924354,1,0.8051886087976611,1,1.4045319848789457,1,0.0,0,0.0,0
2019-02-01,0.027191083491353574,1,0.24585344043250043,1,-0.940293118997353,1,0.0,0,0.0,0
2019-02-11,0.014338420974955302,1,-0.14513761608758896,1,-0.6168905712678192,1,0.0,0,0.0,0
2019-02-12,0.017988586601073164,1,-0.40480290039161665,1,-0.721849526311795,1,0.0,0,0.0,0
2019-02-13,0.005255661568276615,1,-0.8866875775779007,1,-1.0711883825453064,1,0.0,0,0.0,0
2019-02-14,-0.0009248325543964597,-1,-0.9665524197002391,1,-0.723549068431657,1,0.0,0,0.0,0
2019-02-15,0.03394856325685347,1,-0.7796475480793165,1,-0.484585721737269,1,0.0,0,0.0,0
2019-02-18,0.0035731804261027733,1,-1.2001934710332023,1,-0.43933763109694446,1,0.0,0,0.0,0
2019-02-19,0.002612009407032101,1,-1.1931195108786856,1,-0.8787041763499496,1,0.0,0,0.0,0
2019-02-20,-0.002952457222884508,-1,-1.235669975380921,1,-0.8410068388823319,1,0.0,0,0.0,0
2019-02-21,0.02199269751637911,1,-1.235225908723763,1,-1.0192000836076127,1,0.0,0,0.0,0
2019-02-22,0.05028300984812395,1,-1.3749474433640398,1,-0.471237866993016,1,0.0,0,0.0,0
2019-02-25,-0.0007504686335219057,-1,-1.417140128071193,1,-0.5727755557783644,1,0.0,0,0.0,0
2019-02-26,-0.0012891102857994774,-1,-1.0415600421027742,1,-0.8274972971954769,1,0.0,0,0.0,0
2019-02-27,0.005065837127121275,1,-1.0628578427839084,1,-0.8636195192335073,1,0.0,0,0.0,0
2019-02-28,0.006716678657738173,1,-1.1768523729290932,1,-0.5321578295161198,1,0.0,0,0.0,0
2019-03-01,0.018003606994047683,1,-1.2707010575015132,1,-0.673803163506445,1,0.0,0,0.0,0
2019-03-04,0.02635402005952381,1,-0.7432519205201418,1,-0.4055231892709608,1,0.0,0,0.0,0
2019-03-05,0.021864448526785818,1,-0.8322283736586279,1,-0.5046684195897335,1,0.0,0,0.0,0
2019-03-06,0.017053970761904846,1,-0.744759438678482,1,-0.5580007299856252,1,0.0,0,0.0,0
2019-03-07,-0.04551189383630949,-1,-0.6461673604250746,1,-0.6020890263993174,1,0.0,0,0.0,0
2019-03-08,0.04259325333234165,1,-0.19695329908722398,1,-0.4851508255449371,1,0.0,0,0.0,0
2019-03-11,0.019114740601011704,1,-0.2102772750564254,1,-0.4171095934309458,1,0.0,0,0.0,0
2019-03-12,-0.01849400129723311,-1,-0.04831893094285269,1,-0.41709013558567387,1,0.0,0,0.0,0
2019-03-13,-0.02755253325698992,-1,0.1271590862947467,1,-0.9055884989131187,1,0.0,0,0.0,0
2019-03-14,0.01631337103776387,1,0.14821876470015763,1,-0.749186022418477,1,0.0,0,0.0,0
2019-03-15,0.023801759322033877,1,-0.02647043363587138,1,-0.1269751916428563,1,0.0,0,0.0,0
2019-03-18,0.004564235811533868,1,-0.11161194485878508,1,-0.1790592642003037,1,0.0,0,0.0,0
2019-03-19,0.0012170501307966486,1,-0.004302454370677333,1,-0.6117558444070011,1,0.0,0,0.0,0
2019-03-20,0.01152197594233062,1,-0.03289361694620796,1,-0.6740342100281168,1,0.0,0,0.0,0
2019-03-21,0.005737840469539401,1,-0.0689311707164038,1,-0.33795109109736504,1,0.0,0,0.0,0
2019-03-22,-0.008437669806892423,-1,0.09802275848897724,1,-0.5625517994132895,1,0.0,0,0.0,0
2019-03-25,-0.025456383052256393,-1,0.4884395821913741,1,0.03699410587639226,1,0.0,0,0.0,0
2019-03-26,0.007473107868171125,1,0.16323672711300882,1,-0.2559436280924375,1,0.0,0,0.0,0
2019-03-27,-0.012927435031166556,-1,0.324032090646288,1,0.09487357510572252,1,0.0,0,0.0,0
2019-03-28,0.0268557353323442,1,0.019835660840318837,1,-0.30666132814986974,1,0.0,0,0.0,0
2019-03-29,0.03586619921364975,1,0.5298053003538865,1,0.5172133350986531,1,0.0,0,0.0,0
2019-04-01,0.006364980358943839,1,0.36868521870118875,1,0.66769346274664,1,0.0,0,0.0,0
2019-04-02,0.011764166010086008,1,0.5351716299995277,1,0.2868516366012112,1,0.0,0,0.0,0
2019-04-03,0.004487108312073662,1,0.5074095189731246,1,0.5360082359853934,1,0.0,0,0.0,0
2019-04-04,-0.002639841142094368,-1,0.5255881302947352,1,0.29751981809967404,1,0.0,0,0.0,0
2019-04-08,0.00455543129931768,1,0.4299385386044003,1,-0.04651971526372299,1,0.0,0,0.0,0
2019-04-09,-0.0005773371106495562,-1,0.3094167113463532,1,0.3717611568799338,1,0.0,0,0.0,0
2019-04-10,-0.017147998703648915,-1,0.23921487456936852,1,0.10040674429384196,1,0.0,0,0.0,0
2019-04-11,6.309313760377577e-05,1,-0.11390932678788493,1,-0.06543316903149539,1,0.0,0,0.0,0
2019-04-12,-0.007416238864848879,-1,0.07668085732451384,1,0.13475160988050788,1,0.0,0,0.0,0
2019-04-15,0.019983064302222298,1,0.1482547997980886,1,-0.24603631027065745,1,0.0,0,0.0,0
2019-04-16,0.008799417614814509,1,0.41852563786957875,1,0.4980084610555939,1,0.0,0,0.0,0
2019-04-17,-0.005780026251851811,-1,0.34621701708555225,1,0.2538788171722027,1,0.0,0,0.0,0
2019-04-18,0.007510726398104017,1,0.117128344253365,1,-0.1714963665937279,1,0.0,0,0.0,0
2019-04-19,-0.011891336677524511,-1,0.11114324214552669,1,0.27497865645117453,1,0.0,0,0.0,0
2019-04-22,-0.01779565534498062,-1,-0.16243695827030494,1,-0.24394817431605018,1,0.0,0,0.0,0
2019-04-23,0.009743483612673964,1,-0.5012644502225515,1,-0.2858694075209072,1,0.0,0,0.0,0
2019-04-24,-0.039552185876258084,-1,-0.28491942619299837,1,0.1961607322975856,1,0.0,0,0.0,0
2019-04-25,-0.012127497795205722,-1,-0.7002554782986954,1,-0.12484336458922678,1,0.0,0,0.0,0
2019-04-26,-0.03533778852071001,-1,-0.47195056512225075,1,-0.11723238871545193,1,0.0,0,0.0,0
2019-04-29,0.0109277436449704,1,-0.7853665052804347,1,-0.04929227289167908,1,0.0,0,0.0,0
2019-04-30,-0.07377553917455615,-1,-0.4665984856112356,1,0.25610032040756053,1,0.0,0,0.0,0
2019-05-06,0.015525422834319347,1,-1.431733469873511,1,-0.10471290931618123,1,0.0,0,0.0,0
2019-05-07,-0.0010000214404023433,-1,-0.7570426802808672,1,0.17734942081376717,1,0.0,0,0.0,0
2019-05-08,-0.0076183026286220645,-1,-0.7946311191907609,1,-0.3220827687144373,1,0.0,0,0.0,0
2019-05-09,0.03540019765888269,1,-0.7406104087639142,1,-0.4655972379299603,1,0.0,0,0.0,0
2019-05-10,-0.005044759816730693,-1,-0.4837659774470451,1,0.20053217550676553,1,0.0,0,0.0,0
2019-05-13,-0.007166986896245953,-1,-0.16582581355802803,1,-0.506096293141235,1,0.0,0,0.0,0
2019-05-14,0.02198961021276591,1,-0.2162266638450463,1,-0.5828571617836994,1,0.0,0,0.0,0
2019-05-15,0.00799270179267575,1,-0.1065967167338456,1,0.2004201227010587,1,0.0,0,0.0,0
2019-05-16,-0.035240122270445706,-1,0.15999643828245533,1,-0.02010338502377775,1,0.0,0,0.0,0
2019-05-17,-0.003227079379982234,-1,0.08628003293279214,1,-0.5549041150683932,1,0.0,0,0.0,0
2019-05-20,0.01778513704250284,1,-0.1324448690072125,1,-0.20518265075413858,1,0.0,0,0.0,0
2019-05-21,-0.004940688917404068,-1,-0.029060402237889617,1,0.16407038100448348,1,0.0,0,0.0,0
2019-05-22,-0.02166814589917454,-1,0.08512151587864498,1,-0.5583782853107249,1,0.0,0,0.0,0
2019-05-23,-0.00611605257075476,-1,0.23512309719979285,1,-0.5583338969860946,1,0.0,0,0.0,0
2019-05-24,0.0276366033461084,1,-0.10892232865121051,1,-0.3995838250618534,1,0.0,0,0.0,0
2019-05-27,0.0018761945754717235,1,-0.06563525937484785,1,0.3928379280085972,1,0.0,0,0.0,0
2019-05-28,0.004918703670401037,1,0.06575725444164178,1,-0.1938669019469435,1,0.0,0,0.0,0
2019-05-29,-0.005231838643867781,-1,0.041698127779044206,1,0.018220487148814028,1,0.0,0,0.0,0
2019-05-30,0.001541363501325943,1,-0.06241268452311079,1,-0.29520613100812837,1,0.0,0,0.0,0
2019-05-31,-0.013821512687886783,-1,0.08165467511252927,1,-0.10116420483856707,1,0.0,0,0.0,0
2019-06-03,-0.015420382578838931,-1,0.046496628940112625,1,-0.3280930815044119,1,0.0,0,0.0,0
2019-06-04,0.00174729847037991,1,-0.1924977059344001,1,-0.48522393066577457,1,0.0,0,0.0,0
2019-06-05,-0.02392393601649956,-1,-0.20501702655390486,1,-0.05522873733737832,1,0.0,0,0.0,0
2019-06-06,0.01162247218326451,1,-0.20436668055852208,1,-0.4261344345074535,1,0.0,0,0.0,0
2019-06-10,0.03619613427224522,1,-0.3544222729459784,1,0.13836458276249744,1,0.0,0,0.0,0
2019-06-11,-0.0036522172215674997,-1,-0.08572913322912379,1,0.4586199332096461,1,0.0,0,0.0,0
2019-06-12,0.006718391496759013,1,0.16709610929421934,1,-0.32322048637048384,1,0.0,0,0.0,0
2019-06-13,-0.02159393536082488,-1,0.1132809309393334,1,0.2391631681900283,1,0.0,0,0.0,0
2019-06-14,0.0013289709926362914,1,0.1160930790965385,1,-0.5322065703740451,1,0.0,0,0.0,0
2019-06-17,-0.00020866739399305612,-1,-0.06830643148036145,1,-0.10809348501721801,1,0.0,0,0.0,0
2019-06-18,0.014633812187224038,1,-0.05237692171120717,1,-0.2547334085993879,1,0.0,0,0.0,0
2019-06-19,0.015513243610947525,1,0.1110560292904939,1,0.39032061245236294,1,0.0,0,0.0,0
2019-06-20,0.018976201832352935,1,0.3175663406665772,1,0.5735633631847881,1,0.0,0,0.0,0
2019-06-21,-0.00048466494705867724,-1,0.6378082957941735,1,0.6313782240577718,1,0.0,0,0.0,0
2019-06-24,-0.009329732891176445,-1,0.6090201744123507,1,0.1649816596448961,1,0.0,0,0.0,0
2019-06-25,0.00016819069097318007,1,0.35552240923017253,1,-0.1642988493420072,1,0.0,0,0.0,0
2019-06-26,0.006707607892416201,1,0.2803886385188267,1,0.21899359319145603,1,0.0,0,0.0,0
2019-06-27,-0.012796466699970588,-1,0.23811789869975564,1,0.35334104212461925,1,0.0,0,0.0,0
2019-06-28,0.028795544516603044,1,0.2219186864245592,1,-0.3453131823225885,1,0.0,0,0.0,0
2019-07-01,0.0003886945283573251,1,0.1811728880386466,1,-0.17608436360654436,1,0.0,0,0.0,0
2019-07-02,-0.009386327740229183,-1,0.3234597755279534,1,0.3097320593857134,1,0.0,0,0.0,0
2019-07-03,-0.0029695132059947005,-1,0.2033960052536888,1,0.46560599601009395,1,0.0,0,0.0,0
2019-07-04,0.004301585900146954,1,-0.002653486459904808,1,0.2429716972198289,1,0.0,0,0.0,0
2019-07-05,-0.03392366237004396,-1,0.1870036982504429,1,0.012847316154317381,1,0.0,0,0.0,0
2019-07-08,0.003810070637298324,1,-0.07199387387522513,1,-0.3240282364590542,1,0.0,0,0.0,0
2019-07-09,-0.006163064543318608,-1,-0.26809549798162147,1,-0.14488186567226652,1,0.0,0,0.0,0
2019-07-10,0.0006852178825256239,1,-0.3385087753002558,1,-0.47935370078066625,1,0.0,0,0.0,0
2019-07-11,0.0033346438843218085,1,-0.4738916709292563,1,-0.24989519486217743,1,0.0,0,0.0,0
2019-07-12,0.009506867161725774,1,-0.3595619939188287,1,-0.11422480619907636,1,0.0,0,0.0,0
2019-07-15,0.0033404859888497285,1,-0.04675037248128416,1,-0.5035648966056256,1,0.0,0,0.0,0
2019-07-16,0.0004946930721831944,1,0.09394064827590222,1,-0.30008531111835884,1,0.0,0,0.0,0
2019-07-17,-0.01777638438673712,-1,0.07359871553900349,1,-0.15019374276076453,1,0.0,0,0.0,0
2019-07-18,0.005524677691405078,1,-0.21618912994850853,1,0.33388581083857904,1,0.0,0,0.0,0
2019-07-19,-0.017792877317996503,-1,-0.3309620958714997,1,-0.4994825356812357,1,0.0,0,0.0,0
2019-07-22,0.0124166719679768,1,0.05045363412783567,1,0.49307012140399503,1,0.0,0,0.0,0
2019-07-23,0.013402713802037836,1,0.139075224232443,1,-0.6610642987993808,1,0.0,0,0.0,0
2019-07-24,0.00364591947322479,1,0.3346031402570889,1,-0.6342897044195305,1,0.0,0,0.0,0
2019-07-25,0.0009251349621872684,1,0.4969970847558097,1,-0.3291835769356542,1,0.0,0,0.0,0
2019-07-26,0.0007778593748182239,1,0.47766425485844727,1,-0.26413653386483055,1,0.0,0,0.0,0
2019-07-29,0.00527567296511644,1,0.06088719008823522,1,-0.032124374676310616,1,0.0,0,0.0,0
2019-07-30,-0.005636844476744174,-1,0.07389129450683958,1,-0.27392620443677285,1,0.0,0,0.0,0
2019-07-31,-0.0025250933139535636,-1,0.011259919858697565,1,0.17174852886654493,1,0.0,0,0.0,0
2019-08-01,-0.014920083987212895,-1,-0.18497284691169275,1,0.11234087532805377,1,0.0,0,0.0,0
2019-08-02,-0.01006791748983149,-1,-0.31062487507933356,1,0.25397739015979937,1,0.0,0,0.0,0
2019-08-05,-0.027882150450188936,-1,-0.2665057809372173,1,0.6092793635943047,1,0.0,0,0.0,0
2019-08-06,-0.002819406041243089,-1,-0.4562610908150603,1,0.35884761208261784,1,0.0,0,0.0,0
2019-08-07,0.007215208127721251,1,-0.5846303226787815,1,0.22748142729711465,1,0.0,0,0.0,0
2019-08-08,-0.011117092254134042,-1,-0.4930215219668891,1,-0.24729181116090806,1,0.0,0,0.0,0
2019-08-09,0.01759195968677485,1,-0.42482634835448935,1,0.2956388344047372,1,0.0,0,0.0,0
2019-08-12,-0.005187484918793617,-1,-0.36229938270326373,1,0.06690784328048889,1,0.0,0,0.0,0
2019-08-13,0.006339462006960561,1,-0.2748864581107266,1,-0.6533356718233602,1,0.0,0,0.0,0
2019-08-14,0.00343484227312274,1,-0.27026145789254186,1,-0.14933691978026012,1,0.0,0,0.0,0
2019-08-15,0.004725290518990954,1,-0.17189363454718537,1,-0.32348774267485114,1,0.0,0,0.0,0
2019-08-16,0.0301055534937662,1,-0.19022449311135858,1,-0.1439652486857271,1,0.0,0,0.0,0
2019-08-19,0.0025663264714410605,1,0.08325813538484793,1,-0.41394594438761584,1,0.0,0,0.0,0
